,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
index,Geomagnetism_X,Geomagnetism_Y,Geomagnetism_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_velocity_X,Angular_velocity_Y,Angular_velocity_Z, 
141,-0.222936,0.459633,-0.037615,-0.068962,0.4509,1.403454,115.521081,-20.658361,-20.467326,
142,-0.221101,0.456881,-0.041284,-0.063885,0.437852,1.381258,125.214375,-36.960719,-26.761673,
143,-0.221101,0.456881,-0.041284,-0.066824,0.433592,1.346609,134.467064,-51.815376,-32.300698,
144,-0.225688,0.452294,-0.047706,-0.071367,0.422674,1.311149,143.027376,-65.096448,-35.762588,
145,-0.225688,0.452294,-0.047706,-0.08553,0.397111,1.274606,150.706479,-76.678045,-37.210288,
146,-0.225688,0.452294,-0.047706,-0.117061,0.364093,1.234273,158.196751,-84.168318,-37.776779,
147,-0.230275,0.443119,-0.049541,-0.140843,0.326281,1.179323,163.98755,-88.322586,-38.783875,
148,-0.230275,0.443119,-0.049541,-0.159816,0.27835,1.126809,169.023027,-89.140851,-39.161535,
149,-0.230275,0.443119,-0.049541,-0.177185,0.218703,1.069423,171.477822,-87.441378,-39.853913,
150,-0.233945,0.433028,-0.058716,-0.180392,0.153199,1.006082,172.610804,-85.804848,-39.853913,
151,-0.233945,0.433028,-0.058716,-0.184667,0.100209,0.923792,171.351935,-82.783561,-39.539196,
152,-0.242202,0.422936,-0.059633,-0.181995,0.057338,0.818494,167.323553,-79.699332,-39.476253,
153,-0.242202,0.422936,-0.059633,-0.16035,0.01633,0.735392,158.952072,-77.055706,-38.846818,
154,-0.242202,0.422936,-0.059633,-0.136835,-0.020416,0.638756,147.370475,-75.356232,-37.084401,
155,-0.246789,0.412844,-0.06422,-0.103166,-0.081128,0.535623,133.019365,-75.482119,-33.307793,
